Time;Value
0.703;1
0.704;1
0.705;1
0.706;1
0.707;1
0.708;1
0.709;1
0.71;1
0.711;1
0.712;1
0.713;1
0.714;1
0.715;1
0.716;1
0.717;1
0.718;1
0.719;1
0.72;1
0.721;1
0.722;1
0.723;1
0.724;1
0.725;1
0.726;1
0.727;1
0.728;1
0.729;1
0.73;1
0.731;1
0.732;1
0.733;1
0.734;1
0.735;1
0.736;1
0.737;1
0.738;1
0.739;1
0.74;1
0.741;1
0.742;1
0.743;1
0.744;1
0.745;1
0.746;1
0.747;1
0.748;1
0.749;1
0.75;1
0.751;1
0.752;1
0.753;1
0.754;1
0.755;1
0.756;1
0.757;1
0.758;1
0.759;1
0.76;1
0.761;1
0.762;1
0.763;1
0.764;1
0.765;1
0.766;1
0.767;1
0.768;1
0.769;1
0.77;1
0.771;1
0.772;1
0.773;1
0.774;1
0.775;1
0.776;1
0.777;1
0.778;1
0.779;1
0.78;1
0.781;1
0.782;1
0.783;1
0.784;1
0.785;1
0.786;1
0.787;1
0.788;1
0.789;1
0.79;1
0.791;1
0.792;1
0.793;1
0.794;1
0.795;1
0.796;1
0.797;1
0.798;1
0.799;1
0.8;1
0.801;1
0.802;1
0.803;1
0.804;1
0.805;1
0.806;1
0.807;1
0.808;1
0.809;1
0.81;1
0.811;1
0.812;1
0.813;1
0.814;1
0.815;1
0.816;1
0.817;1
0.818;1
0.819;1
0.82;1
0.821;1
0.822;1
0.823;1
0.824;1
0.825;1
0.826;1
0.827;1
0.828;1
0.829;1
0.83;1
0.831;1
0.832;1
0.833;1
0.834;1
0.835;1
0.836;1
0.837;1
0.838;1
0.839;1
0.84;1
0.841;1
0.842;1
0.843;1
0.844;1
0.845;1
0.846;1
0.847;1
0.848;1
0.849;1
0.85;1
0.851;1
0.852;1
0.853;1
0.854;1
0.855;1
0.856;1
0.857;1
0.858;1
0.859;1
0.86;1
0.861;1
0.862;1
0.863;1
0.864;1
0.865;1
0.866;1
0.867;1
0.868;1
0.869;1
0.87;1
0.871;1
0.872;1
0.873;1
0.874;1
0.875;1
0.876;1
0.877;1
0.878;1
0.879;1
0.88;1
0.881;1
0.882;1
0.883;1
0.884;1
0.885;1
0.886;1
0.887;1
0.888;1
0.889;1
0.89;1
0.891;1
0.892;1
0.893;1
0.894;1
0.895;1
0.896;1
0.897;1
0.898;1
0.899;1
0.9;1
0.901;1
0.902;1
0.903;1
0.904;1
0.905;1
0.906;1
0.907;1
0.908;1
0.909;1
0.91;1
0.911;1
0.912;1
0.913;1
0.914;1
0.915;1
0.916;1
0.917;1
0.918;1
0.919;1
0.92;1
0.921;1
0.922;1
0.923;1
0.924;1
0.925;1
0.926;1
0.927;1
0.928;1
0.929;1
0.93;1
0.931;1
0.932;1
0.933;1
0.934;1
0.935;1
0.936;1
0.937;1
0.938;1
0.939;1
0.94;1
0.941;1
0.942;1
0.943;1
0.944;1
0.945;1
0.946;1
0.947;1
0.948;1
0.949;1
0.95;1
0.951;1
0.952;1
0.953;1
0.954;1
0.955;1
0.956;1
0.957;1
0.958;1
0.959;1
0.96;1
0.961;1
0.962;1
0.963;1
0.964;1
0.965;1
0.966;1
0.967;1
0.968;1
0.969;1
0.97;1
0.971;1
0.972;1
0.973;1
0.974;1
0.975;1
0.976;1
0.977;1
0.978;1
0.979;1
0.98;1
0.981;1
0.982;1
0.983;1
0.984;1
0.985;1
0.986;1
0.987;1
0.988;1
0.989;1
0.99;1
0.991;1
0.992;1
0.993;1
0.994;1
0.995;1
0.996;1
0.997;1
0.998;1
0.999;1
1;0
1.001;0
1.002;0
1.003;0
1.004;0
1.005;0
1.006;0
1.007;0
1.008;0
1.009;0
1.01;0
1.011;0
1.012;0
1.013;0
1.014;0
1.015;0
1.016;0
1.017;0
1.018;0
1.019;0
1.02;0
1.021;0
1.022;0
1.023;0
1.024;0
1.025;0
1.026;0
1.027;0
1.028;0
1.029;0
1.03;0
1.031;0
1.032;0
1.033;0
1.034;0
1.035;0
1.036;0
1.037;0
1.038;0
1.039;0
1.04;0
1.041;0
1.042;0
1.043;0
1.044;0
1.045;0
1.046;0
1.047;0
1.048;0
1.049;0
1.05;0
1.051;0
1.052;0
1.053;0
1.054;0
1.055;0
1.056;0
1.057;0
1.058;0
1.059;0
1.06;0
1.061;0
1.062;0
1.063;0
1.064;0
1.065;0
1.066;0
1.067;0
1.068;0
1.069;0
1.07;0
1.071;0
1.072;0
1.073;0
1.074;0
1.075;0
1.076;0
1.077;0
1.078;0
1.079;0
1.08;0
1.081;0
1.082;0
1.083;0
1.084;0
1.085;0
1.086;0
1.087;0
1.088;0
1.089;0
1.09;0
1.091;0
1.092;0
1.093;0
1.094;0
1.095;0
1.096;0
1.097;0
1.098;0
1.099;0
1.1;0
1.101;0
1.102;0
1.103;0
1.104;0
1.105;0
1.106;0
1.107;0
1.108;0
1.109;0
1.11;0
1.111;0
1.112;0
1.113;0
1.114;0
1.115;0
1.116;0
1.117;0
1.118;0
1.119;0
1.12;0
1.121;0
1.122;0
1.123;0
1.124;0
1.125;0
1.126;0
1.127;0
1.128;0
1.129;0
1.13;0
1.131;0
1.132;0
1.133;0
1.134;0
1.135;0
1.136;0
1.137;0
1.138;0
1.139;0
1.14;0
1.141;0
1.142;0
1.143;0
1.144;0
1.145;0
1.146;0
1.147;0
1.148;0
1.149;0
1.15;0
1.151;0
1.152;0
1.153;0
1.154;0
1.155;0
1.156;0
1.157;0
1.158;0
1.159;0
1.16;0
1.161;0
1.162;0
1.163;0
1.164;0
1.165;0
1.166;0
1.167;0
1.168;0
1.169;0
1.17;0
1.171;0
1.172;0
1.173;0
1.174;0
1.175;0
1.176;0
1.177;0
1.178;0
1.179;0
1.18;0
1.181;0
1.182;0
1.183;0
1.184;0
1.185;0
1.186;0
1.187;0
1.188;0
1.189;0
1.19;0
1.191;0
1.192;0
1.193;0
1.194;0
1.195;0
1.196;0
1.197;0
1.198;0
1.199;0
1.2;0
1.201;0
1.202;0
1.203;0
1.204;0
1.205;0
1.206;0
1.207;0
1.208;0
1.209;0
1.21;0
1.211;0
1.212;0
1.213;0
1.214;0
1.215;0
1.216;0
1.217;0
1.218;0
1.219;0
1.22;0
1.221;0
1.222;0
1.223;0
1.224;0
1.225;0
1.226;0
1.227;0
1.228;0
1.229;0
1.23;0
1.231;0
1.232;0
1.233;0
1.234;0
1.235;0
1.236;0
1.237;0
1.238;0
1.239;0
1.24;0
1.241;0
1.242;0
1.243;0
1.244;0
1.245;0
1.246;0
1.247;0
1.248;0
1.249;0
1.25;0
1.251;0
1.252;0
1.253;0
1.254;0
1.255;0
1.256;0
1.257;0
1.258;0
1.259;0
1.26;0
1.261;0
1.262;0
1.263;0
1.264;0
1.265;0
1.266;0
1.267;0
1.268;0
1.269;0
1.27;0
1.271;0
1.272;0
1.273;0
1.274;0
1.275;0
1.276;0
1.277;0
1.278;0
1.279;0
1.28;0
1.281;0
1.282;0
1.283;0
1.284;0
1.285;0
1.286;0
1.287;0
1.288;0
1.289;0
1.29;0
1.291;0
1.292;0
1.293;0
1.294;0
1.295;0
1.296;0
1.297;0
1.298;0
1.299;0
1.3;0
1.301;0
1.302;0
1.303;0
1.304;0
1.305;0
1.306;0
1.307;0
1.308;0
1.309;0
1.31;0
1.311;0
1.312;0
1.313;0
1.314;0
1.315;0
1.316;0
1.317;0
1.318;0
1.319;0
1.32;0
1.321;0
1.322;0
1.323;0
1.324;0
1.325;0
1.326;0
1.327;0
1.328;0
1.329;0
1.33;0
1.331;0
1.332;0
1.333;0
1.334;0
1.335;0
1.336;0
1.337;0
1.338;0
1.339;0
1.34;0
1.341;0
1.342;0
1.343;0
1.344;0
1.345;0
1.346;0
1.347;0
1.348;0
1.349;0
1.35;0
1.351;0
1.352;0
1.353;0
1.354;0
1.355;0
1.356;0
1.357;0
1.358;0
1.359;0
1.36;0
1.361;0
1.362;0
1.363;0
1.364;0
1.365;0
1.366;0
1.367;0
1.368;0
1.369;0
1.37;0
1.371;0
1.372;0
1.373;0
1.374;0
1.375;0
1.376;0
1.377;0
1.378;0
1.379;0
1.38;0
1.381;0
1.382;0
1.383;0
1.384;0
1.385;0
1.386;0
1.387;0
1.388;0
1.389;0
1.39;0
1.391;0
1.392;0
1.393;0
1.394;0
1.395;0
1.396;0
1.397;0
1.398;0
1.399;0
1.4;0
1.401;0
1.402;0
1.403;0
1.404;0
1.405;0
1.406;0
1.407;0
1.408;0
1.409;0
1.41;0
1.411;0
1.412;0
1.413;0
1.414;0
1.415;0
1.416;0
1.417;0
1.418;0
1.419;0
1.42;0
1.421;0
1.422;0
1.423;0
1.424;0
1.425;0
1.426;0
1.427;0
1.428;0
1.429;0
1.43;0
1.431;0
1.432;0
1.433;0
1.434;0
1.435;0
1.436;0
1.437;0
1.438;0
1.439;0
1.44;0
1.441;0
1.442;0
1.443;0
1.444;0
1.445;0
1.446;0
1.447;0
1.448;0
1.449;0
1.45;0
1.451;0
1.452;0
1.453;0
1.454;0
1.455;0
1.456;0
1.457;0
1.458;0
1.459;0
1.46;0
1.461;0
1.462;0
1.463;0
1.464;0
1.465;0
1.466;0
1.467;0
1.468;0
1.469;0
1.47;0
1.471;0
1.472;0
1.473;0
1.474;0
1.475;0
1.476;0
1.477;0
1.478;0
1.479;0
1.48;0
1.481;0
1.482;0
1.483;0
1.484;0
1.485;0
1.486;0
1.487;0
1.488;0
1.489;0
1.49;0
1.491;0
1.492;0
1.493;0
1.494;0
1.495;0
1.496;0
1.497;0
1.498;0
1.499;0
1.5;0
1.501;1
1.502;1
1.503;1
1.504;1
1.505;1
1.506;1
1.507;1
1.508;1
1.509;1
1.51;1
1.511;1
1.512;1
1.513;1
1.514;1
1.515;1
1.516;1
1.517;1
1.518;1
1.519;1
1.52;1
1.521;1
1.522;1
1.523;1
1.524;1
1.525;1
1.526;1
1.527;1
1.528;1
1.529;1
1.53;1
1.531;1
1.532;1
1.533;1
1.534;1
1.535;1
1.536;1
1.537;1
1.538;1
1.539;1
1.54;1
1.541;1
1.542;1
1.543;1
1.544;1
1.545;1
1.546;1
1.547;1
1.548;1
1.549;1
1.55;1
1.551;1
1.552;1
1.553;1
1.554;1
1.555;1
1.556;1
1.557;1
1.558;1
1.559;1
1.56;1
1.561;1
1.562;1
1.563;1
1.564;1
1.565;1
1.566;1
1.567;1
1.568;1
1.569;1
1.57;1
1.571;1
1.572;1
1.573;1
1.574;1
1.575;1
1.576;1
1.577;1
1.578;1
1.579;1
1.58;1
1.581;1
1.582;1
1.583;1
1.584;1
1.585;1
1.586;1
1.587;1
1.588;1
1.589;1
1.59;1
1.591;1
1.592;1
1.593;1
1.594;1
1.595;1
1.596;1
1.597;1
1.598;1
1.599;1
1.6;1
1.601;1
1.602;1
1.603;1
1.604;1
1.605;1
1.606;1
1.607;1
1.608;1
1.609;1
1.61;1
1.611;1
1.612;1
1.613;1
1.614;1
1.615;1
1.616;1
1.617;1
1.618;1
1.619;1
1.62;1
1.621;1
1.622;1
1.623;1
1.624;1
1.625;1
1.626;1
1.627;1
1.628;1
1.629;1
1.63;1
1.631;1
1.632;1
1.633;1
1.634;1
1.635;1
1.636;1
1.637;1
1.638;1
1.639;1
1.64;1
1.641;1
1.642;1
1.643;1
1.644;1
1.645;1
1.646;1
1.647;1
1.648;1
1.649;1
1.65;1
1.651;1
1.652;1
1.653;1
1.654;1
1.655;1
1.656;1
1.657;1
1.658;1
1.659;1
1.66;1
1.661;1
1.662;1
1.663;1
1.664;1
1.665;1
1.666;1
1.667;1
1.668;1
1.669;1
1.67;1
1.671;1
1.672;1
1.673;1
1.674;1
1.675;1
1.676;1
1.677;1
1.678;1
1.679;1
1.68;1
1.681;1
1.682;1
1.683;1
1.684;1
1.685;1
1.686;1
1.687;1
1.688;1
1.689;1
1.69;1
1.691;1
1.692;1
1.693;1
1.694;1
1.695;1
1.696;1
1.697;1
1.698;1
1.699;1
1.7;1
1.701;1
1.702;1
1.703;1
1.704;1
1.705;1
1.706;1
1.707;1
1.708;1
1.709;1
1.71;1
1.711;1
1.712;1
1.713;1
1.714;1
1.715;1
1.716;1
1.717;1
1.718;1
1.719;1
1.72;1
1.721;1
1.722;1
1.723;1
1.724;1
1.725;1
1.726;1
1.727;1
1.728;1
1.729;1
1.73;1
1.731;1
1.732;1
1.733;1
1.734;1
1.735;1
1.736;1
1.737;1
1.738;1
1.739;1
1.74;1
1.741;1
1.742;1
1.743;1
1.744;1
1.745;1
1.746;1
1.747;1
1.748;1
1.749;1
1.75;1
1.751;1
1.752;1
1.753;1
1.754;1
1.755;1
1.756;1
1.757;1
1.758;1
1.759;1
1.76;1
1.761;1
1.762;1
1.763;1
1.764;1
1.765;1
1.766;1
1.767;1
1.768;1
1.769;1
1.77;1
1.771;1
1.772;1
1.773;1
1.774;1
1.775;1
1.776;1
1.777;1
1.778;1
1.779;1
1.78;1
1.781;1
1.782;1
1.783;1
1.784;1
1.785;1
1.786;1
1.787;1
1.788;1
1.789;1
1.79;1
1.791;1
1.792;1
1.793;1
1.794;1
1.795;1
1.796;1
1.797;1
1.798;1
1.799;1
1.8;1
1.801;1
1.802;1
1.803;1
1.804;1
1.805;1
1.806;1
1.807;1
1.808;1
1.809;1
1.81;1
1.811;1
1.812;1
1.813;1
1.814;1
1.815;1
1.816;1
1.817;1
1.818;1
1.819;1
1.82;1
1.821;1
1.822;1
1.823;1
1.824;1
1.825;1
1.826;1
1.827;1
1.828;1
1.829;1
1.83;1
1.831;1
1.832;1
1.833;1
1.834;1
1.835;1
1.836;1
1.837;1
1.838;1
1.839;1
1.84;1
1.841;1
1.842;1
1.843;1
1.844;1
1.845;1
1.846;1
1.847;1
1.848;1
1.849;1
1.85;1
1.851;1
1.852;1
1.853;1
1.854;1
1.855;1
1.856;1
1.857;1
1.858;1
1.859;1
1.86;1
1.861;1
1.862;1
1.863;1
1.864;1
1.865;1
1.866;1
1.867;1
1.868;1
1.869;1
1.87;1
1.871;1
1.872;1
1.873;1
1.874;1
1.875;1
1.876;1
1.877;1
1.878;1
1.879;1
1.88;1
1.881;1
1.882;1
1.883;1
1.884;1
1.885;1
1.886;1
1.887;1
1.888;1
1.889;1
1.89;1
1.891;1
1.892;1
1.893;1
1.894;1
1.895;1
1.896;1
1.897;1
1.898;1
1.899;1
1.9;1
1.901;1
1.902;1
1.903;1
1.904;1
1.905;1
1.906;1
1.907;1
1.908;1
1.909;1
1.91;1
1.911;1
1.912;1
1.913;1
1.914;1
1.915;1
1.916;1
1.917;1
1.918;1
1.919;1
1.92;1
1.921;1
1.922;1
1.923;1
1.924;1
1.925;1
1.926;1
1.927;1
1.928;1
1.929;1
1.93;1
1.931;1
1.932;1
1.933;1
1.934;1
1.935;1
1.936;1
1.937;1
1.938;1
1.939;1
1.94;1
1.941;1
1.942;1
1.943;1
1.944;1
1.945;1
1.946;1
1.947;1
1.948;1
1.949;1
1.95;1
1.951;1
1.952;1
1.953;1
1.954;1
1.955;1
1.956;1
1.957;1
1.958;1
1.959;1
1.96;1
1.961;1
1.962;1
1.963;1
1.964;1
1.965;1
1.966;1
1.967;1
1.968;1
1.969;1
1.97;1
1.971;1
1.972;1
1.973;1
1.974;1
1.975;1
1.976;1
1.977;1
1.978;1
1.979;1
1.98;1
1.981;1
1.982;1
1.983;1
1.984;1
1.985;1
1.986;1
1.987;1
1.988;1
1.989;1
1.99;1
1.991;1
1.992;1
1.993;1
1.994;1
1.995;1
1.996;1
1.997;1
1.998;1
1.999;1
2;1
2.001;0
2.002;0
2.003;0
2.004;0
2.005;0
2.006;0
2.007;0
2.008;0
2.009;0
2.01;0
2.011;0
2.012;0
2.013;0
2.014;0
2.015;0
2.016;0
2.017;0
2.018;0
2.019;0
2.02;0
2.021;0
2.022;0
2.023;0
2.024;0
2.025;0
2.026;0
2.027;0
2.028;0
2.029;0
2.03;0
2.031;0
2.032;0
2.033;0
2.034;0
2.035;0
2.036;0
2.037;0
2.038;0
2.039;0
2.04;0
2.041;0
2.042;0
2.043;0
2.044;0
2.045;0
2.046;0
2.047;0
2.048;0
2.049;0
2.05;0
2.051;0
2.052;0
2.053;0
2.054;0
2.055;0
2.056;0
2.057;0
2.058;0
2.059;0
2.06;0
2.061;0
2.062;0
2.063;0
2.064;0
2.065;0
2.066;0
2.067;0
2.068;0
2.069;0
2.07;0
2.071;0
2.072;0
2.073;0
2.074;0
2.075;0
2.076;0
2.077;0
2.078;0
2.079;0
2.08;0
2.081;0
2.082;0
2.083;0
2.084;0
2.085;0
2.086;0
2.087;0
2.088;0
2.089;0
2.09;0
2.091;0
2.092;0
2.093;0
2.094;0
2.095;0
2.096;0
2.097;0
2.098;0
2.099;0
2.1;0
2.101;0
2.102;0
2.103;0
2.104;0
2.105;0
2.106;0
2.107;0
2.108;0
2.109;0
2.11;0
2.111;0
2.112;0
2.113;0
2.114;0
2.115;0
2.116;0
2.117;0
2.118;0
2.119;0
2.12;0
2.121;0
2.122;0
2.123;0
2.124;0
2.125;0
2.126;0
2.127;0
2.128;0
2.129;0
2.13;0
2.131;0
2.132;0
2.133;0
2.134;0
2.135;0
2.136;0
2.137;0
2.138;0
2.139;0
2.14;0
2.141;0
2.142;0
2.143;0
2.144;0
2.145;0
2.146;0
2.147;0
2.148;0
2.149;0
2.15;0
2.151;0
2.152;0
2.153;0
2.154;0
2.155;0
2.156;0
2.157;0
2.158;0
2.159;0
2.16;0
2.161;0
2.162;0
2.163;0
2.164;0
2.165;0
2.166;0
2.167;0
2.168;0
2.169;0
2.17;0
2.171;0
2.172;0
2.173;0
2.174;0
2.175;0
2.176;0
2.177;0
2.178;0
2.179;0
2.18;0
2.181;0
2.182;0
2.183;0
2.184;0
2.185;0
2.186;0
2.187;0
2.188;0
2.189;0
2.19;0
2.191;0
2.192;0
2.193;0
2.194;0
2.195;0
2.196;0
2.197;0
2.198;0
2.199;0
2.2;0
2.201;0
2.202;0
2.203;0
2.204;0
2.205;0
2.206;0
2.207;0
2.208;0
2.209;0
2.21;0
2.211;0
2.212;0
2.213;0
2.214;0
2.215;0
2.216;0
2.217;0
2.218;0
2.219;0
2.22;0
2.221;0
2.222;0
2.223;0
2.224;0
2.225;0
2.226;0
2.227;0
2.228;0
2.229;0
2.23;0
2.231;0
2.232;0
2.233;0
2.234;0
2.235;0
2.236;0
2.237;0
2.238;0
2.239;0
2.24;0
2.241;0
2.242;0
2.243;0
2.244;0
2.245;0
2.246;0
2.247;0
2.248;0
2.249;0
2.25;0
2.251;0
2.252;0
2.253;0
2.254;0
2.255;0
2.256;0
2.257;0
2.258;0
2.259;0
2.26;0
2.261;0
2.262;0
2.263;0
2.264;0
2.265;0
2.266;0
2.267;0
2.268;0
2.269;0
2.27;0
2.271;0
2.272;0
2.273;0
2.274;0
2.275;0
2.276;0
2.277;0
2.278;0
2.279;0
2.28;0
2.281;0
2.282;0
2.283;0
2.284;0
2.285;0
2.286;0
2.287;0
2.288;0
2.289;0
2.29;0
2.291;0
2.292;0
2.293;0
2.294;0
2.295;0
2.296;0
2.297;0
2.298;0
2.299;0
2.3;0
2.301;0
2.302;0
2.303;0
2.304;0
2.305;0
2.306;0
2.307;0
2.308;0
2.309;0
2.31;0
2.311;0
2.312;0
2.313;0
2.314;0
2.315;0
2.316;0
2.317;0
2.318;0
2.319;0
2.32;0
2.321;0
2.322;0
2.323;0
2.324;0
2.325;0
2.326;0
2.327;0
2.328;0
2.329;0
2.33;0
2.331;0
